X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.060679599342876,38.905196143375171,19015652,2019-01-27T18:40:09.000Z,EVENING,OTHERS,THEFT/OTHER,3036 - 3099 BLOCK OF M STREET NW,394737,137483,2,2E,2,206,Cluster 4,000100 4,000100,Precinct 5,38.9051883564576,-77.0606772965942,GEORGETOWN,2019-01-27T16:30:06.000Z,2019-01-27T17:00:08.000Z,259272590,19015652-01
-77.031562108374985,38.9682747413258,19015657,2019-01-27T20:02:43.000Z,EVENING,OTHERS,SEX ABUSE,1300  - 1399 BLOCK OF TEWKESBURY PLACE NW,397265,144484,4,4A,4,402,Cluster 17,001804 1,001804,Precinct 61,38.9682669406129,-77.0315598108309,,2019-01-27T02:27:10.000Z,2019-01-27T02:35:25.000Z,259272591,19015657-01
-76.986569084606629,38.91514733357107,19015658,2019-01-27T21:31:42.000Z,EVENING,OTHERS,THEFT/OTHER,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,401165,138586,5,5C,5,506,Cluster 22,008803 1,008803,Precinct 76,38.9151395418829,-76.9865668043287,,2019-01-27T17:42:53.000Z,2019-01-27T18:20:00.000Z,259272592,19015658-01
-77.017558448476649,38.894814934457742,19015663,2019-01-27T19:46:19.000Z,EVENING,OTHERS,SEX ABUSE,300 - 498 BLOCK OF INDIANA AVENUE NW,398477,136329,2,2C,1,102,Cluster 8,005900 1,005900,Precinct 143,38.8948071480246,-77.0175561597887,DOWNTOWN,2017-11-17T22:00:04.000Z,2017-11-18T02:00:26.000Z,259272593,19015663-01
-77.020915170313728,38.902525540064957,19015671,2019-01-27T20:15:08.000Z,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF K STREET NW,398186,137185,6,6E,1,101,Cluster 8,004702 1,004702,Precinct 18,38.902517752202,-77.0209128801097,DOWNTOWN,2019-01-27T18:21:47.000Z,,259272594,19015671-01
-77.023473977622459,38.900876524421669,19015677,2019-01-27T21:31:19.000Z,EVENING,OTHERS,THEFT F/AUTO,800 - 901 BLOCK OF I STREET NW,397964,137002,2,2C,1,101,Cluster 8,005800 1,005800,Precinct 129,38.9008687369867,-77.0234716867223,DOWNTOWN,2019-01-27T15:30:45.000Z,2019-01-27T16:50:39.000Z,259272595,19015677-01
-77.033265038692264,38.908387113339145,19015700,2019-01-27T21:42:41.000Z,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF RHODE ISLAND AVENUE NW,397115,137836,2,2F,2,208,Cluster 7,005201 3,005201,Precinct 16,38.908379324755,-77.0332627442844,,2019-01-27T19:35:48.000Z,2019-01-27T20:30:04.000Z,259272596,19015700-01
-77.071566642728058,38.920305979779819,19015709,2019-01-27T20:38:05.000Z,EVENING,OTHERS,THEFT/OTHER,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,393794,139161,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9202981902236,-77.0715643356651,,2019-01-27T19:13:31.000Z,2019-01-27T19:15:29.000Z,259272597,19015709-01
-76.988239102427912,38.856890305432238,19015711,2019-01-27T20:25:33.000Z,EVENING,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF DOUGLASS ROAD SE,401021,132119,8,8C,7,703,Cluster 37,007406 1,007406,Precinct 118,38.8568825255605,-76.9882368251803,,2019-01-27T19:29:12.000Z,2019-01-27T20:00:53.000Z,259272598,19015711-01
-77.071566642728058,38.920305979779819,19015714,2019-01-27T20:53:22.000Z,EVENING,OTHERS,THEFT/OTHER,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,393794,139161,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9202981902236,-77.0715643356651,,2019-01-26T08:58:07.000Z,2019-01-26T09:00:58.000Z,259272599,19015714-01
-76.918852996912292,38.891896382755561,19015723,2019-01-27T22:31:15.000Z,EVENING,OTHERS,THEFT F/AUTO,200 299  BLOCK OF 57TH PLACE NE,407040,136008,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,38.8918885932382,-76.9188507391458,,2019-01-27T20:11:03.000Z,2019-01-27T20:53:55.000Z,259272600,19015723-01
-77.020914961630439,38.901813879897603,19015728,2019-01-27T21:47:14.000Z,EVENING,OTHERS,ROBBERY,600 - 699 BLOCK OF MASSACHUSETTS AVENUE NW,398186,137106,2,2C,1,101,Cluster 8,005800 2,005800,Precinct 129,38.9018060921781,-77.0209126714699,DOWNTOWN,2019-01-27T18:45:12.000Z,2019-01-27T20:30:38.000Z,259272601,19015728-01
-77.028877966510947,38.922432275195519,19015737,2019-01-27T21:34:45.000Z,EVENING,OTHERS,MOTOR VEHICLE THEFT,1200 1299  BLOCK OF CLIFTON STREET NW,397496,139395,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 23,38.9224244836165,-77.0288756726106,,2019-01-27T20:39:59.000Z,2019-01-27T20:50:52.000Z,259272602,19015737-01
-77.024960237748118,38.898317841700482,19015740,2019-01-27T21:45:52.000Z,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF G STREET NW,397835,136718,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8983100548369,-77.0249579465415,DOWNTOWN,2019-01-27T18:55:03.000Z,2019-01-27T20:30:07.000Z,259272603,19015740-01
-77.019907388642679,38.967962017873809,19015759,2019-01-27T22:09:08.000Z,EVENING,OTHERS,MOTOR VEHICLE THEFT,6400  - 6499 BLOCK OF 5TH STREET NW,398275,144449,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,38.9679542167883,-77.0199050947485,,2019-01-25T18:00:01.000Z,2019-01-27T19:15:57.000Z,259272604,19015759-01
-77.007484674568886,38.90564406310115,19018981,2019-02-02T07:17:36.000Z,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF M STREET NE,399351,137531,6,6C,5,501,Cluster 25,010600 2,010600,Precinct 83,38.9056362741086,-77.0074823883569,NOMA,2019-02-02T06:32:44.000Z,2019-02-02T07:17:47.000Z,259272605,19018981-01
-77.036481210805107,38.929807961237167,19018987,2019-02-02T08:36:38.000Z,DAY,OTHERS,THEFT F/AUTO,3101 - 3199 BLOCK OF 16TH STREET NW,396837,140214,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.9298001684556,-77.0364789140856,,2019-02-02T05:20:27.000Z,2019-02-02T07:00:08.000Z,259272606,19018987-01
-76.990243604556881,38.942605034660325,19019000,2019-02-02T09:10:03.000Z,DAY,OTHERS,THEFT F/AUTO,4311 - 4399 BLOCK OF 12TH STREET NE,400846,141634,5,5B,4,405,Cluster 20,009504 2,009504,Precinct 67,38.9425972375747,-76.9902413214566,,2019-02-01T20:00:36.000Z,2019-02-02T08:30:06.000Z,259272607,19019000-01
-76.982120929778063,38.904480857830585,19019006,2019-02-02T09:27:53.000Z,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF LEVIS STREET NE,401551,137402,5,5D,5,506,Cluster 23,008802 1,008802,Precinct 77,38.9044730681276,-76.9821186515365,,2019-02-01T21:30:05.000Z,2019-02-02T08:26:23.000Z,259272608,19019006-01
-77.021922148056063,38.877995547401369,19019014,2019-02-02T10:42:33.000Z,DAY,OTHERS,THEFT F/AUTO,650 - 699 BLOCK OF MAINE AVENUE SW,398098,134462,6,6D,1,103,Cluster 9,010200 2,010200,Precinct 142,38.8779877645238,-77.0219198590355,SOUTHWEST,2019-02-01T16:10:51.000Z,2019-02-01T22:15:12.000Z,259272609,19019014-01
-77.030789903270502,38.916999764995531,19019021,2019-02-02T10:36:01.000Z,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF U STREET NW,397330,138792,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 22,38.9169919745828,-77.0307876091069,,2019-02-02T10:00:59.000Z,,259272610,19019021-01
-76.923831807187312,38.903448461987473,19019033,2019-02-02T11:21:02.000Z,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,946 - 1299 BLOCK OF DIVISION AVENUE NE,406607,137290,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,38.9034406703241,-76.9238295471667,,2019-02-02T10:12:58.000Z,,259272611,19019033-01
-77.030861439701638,38.922431768184602,19019037,2019-02-02T11:06:51.000Z,DAY,OTHERS,BURGLARY,1300 - 1399 BLOCK OF CLIFTON STREET NW,397324,139395,1,1B,3,304,Cluster 2,003600 1,003600,Precinct 23,38.9224239766798,-77.0308591451836,,2019-02-01T17:00:44.000Z,2019-02-02T06:00:04.000Z,259272612,19019037-01
-77.024593550748747,38.938152757215768,19019040,2019-02-02T11:16:02.000Z,DAY,OTHERS,THEFT F/AUTO,3800  - 3899 BLOCK OF GEORGIA AVENUE NW,397868,141140,4,4C,4,404,Cluster 18,002502 2,002502,Precinct 47,38.938144962309,-77.0245912572209,,2019-02-02T09:30:34.000Z,2019-02-02T11:00:21.000Z,259272613,19019040-01
-77.028499519053014,38.92769322665562,19019053,2019-02-02T13:11:57.000Z,DAY,OTHERS,THEFT F/AUTO,1100 - 1299 BLOCK OF COLUMBIA ROAD NW,397529,139979,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 36,38.9276854340022,-77.0284972249487,,2019-02-01T21:00:09.000Z,2019-02-02T11:00:11.000Z,259272614,19019053-01
-77.03456749361969,38.907594000612541,19019059,2019-02-02T13:30:38.000Z,DAY,OTHERS,THEFT/OTHER,1300 - 1321 BLOCK OF 15TH STREET NW,397002,137748,2,2B,2,208,Cluster 6,005201 2,005201,Precinct 17,38.9075862122369,-77.0345651988548,,2019-02-01T22:30:52.000Z,2019-02-02T11:00:55.000Z,259272615,19019059-01
-76.986783182609756,38.87981655320106,19019094,2019-02-02T14:00:51.000Z,DAY,OTHERS,THEFT/OTHER,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,401147,134664,6,6B,1,106,Cluster 26,007100 2,007100,Precinct 91,38.8798087686474,-76.9867809044198,,2019-02-02T13:10:10.000Z,2019-02-02T14:00:32.000Z,259272616,19019094-01
-76.945922853256363,38.900875376641615,19019097,2019-02-02T14:12:05.000Z,DAY,OTHERS,THEFT/OTHER,740 - 899 BLOCK OF KENILWORTH AVENUE NE,404691,137003,7,7D,6,601,Cluster 30,009602 1,009602,Precinct 100,38.9008675863187,-76.9459205865101,,2019-02-02T12:59:19.000Z,2019-02-02T14:12:40.000Z,259272617,19019097-01
-76.981559461463362,38.846538749597585,19019100,2019-02-02T14:36:28.000Z,DAY,OTHERS,THEFT/OTHER,1500 1699  BLOCK OF ALABAMA AVENUE SE,401601,130970,8,8E,7,704,Cluster 38,007304 1,007304,Precinct 120,38.8465309715677,-76.981557186925,,2019-02-02T14:00:20.000Z,2019-02-02T14:20:38.000Z,259272618,19019100-01
-77.018552622196609,38.94998175268865,19019105,2019-02-03T06:39:17.000Z,MIDNIGHT,OTHERS,THEFT/OTHER,400  - 499 BLOCK OF EMERSON STREET NW,398392,142453,4,4D,4,407,Cluster 18,002202 3,002202,Precinct 55,38.9499739551734,-77.0185503298262,,2019-01-26T10:30:22.000Z,2019-01-26T13:00:59.000Z,259272619,19019105-01
-77.016147350314725,38.975628607723593,19019125,2019-02-02T15:05:37.000Z,EVENING,OTHERS,THEFT/OTHER,200  - 299 BLOCK OF CEDAR STREET NW,398601,145300,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9756208049541,-77.0161450571219,,2019-02-02T14:36:29.000Z,,259272620,19019125-01
-77.061969316965985,38.903429828734495,19019128,2019-02-02T15:13:24.000Z,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF SOUTH STREET NW,394625,137287,2,2E,2,206,Cluster 4,000100 4,000100,Precinct 5,38.9034220422212,-77.0619670139239,GEORGETOWN,2019-02-02T12:00:22.000Z,2019-02-02T14:00:50.000Z,259272621,19019128-01
-77.027042558720055,38.917559208988784,19019139,2019-02-06T14:38:11.000Z,DAY,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 11TH STREET NW,397655,138854,1,1B,3,305,Cluster 3,004400 1,004400,Precinct 22,38.9175514183235,-77.0270402656893,,2019-02-02T14:51:58.000Z,2019-02-02T15:50:40.000Z,259272622,19019139-01
-77.03196458963285,38.913720415338204,19019143,2019-02-02T17:02:22.000Z,EVENING,OTHERS,THEFT/OTHER,1721 - 1799 BLOCK OF 14TH STREET NW,397228,138428,2,2F,3,301,Cluster 7,005201 4,005201,Precinct 16,38.9137126256304,-77.031962295304,,2019-02-02T02:00:35.000Z,2019-02-02T03:00:44.000Z,259272623,19019143-01
-77.02629945965036,38.903695538205142,19019147,2019-02-02T16:02:06.000Z,EVENING,OTHERS,THEFT/OTHER,1000 - 1059 BLOCK OF MASSACHUSETTS AVENUE NW,397719,137315,2,2C,2,209,Cluster 8,010100 1,010100,Precinct 129,38.9036877503071,-77.0262971676982,DOWNTOWN,2019-01-19T16:00:17.000Z,2019-01-20T16:00:48.000Z,259272624,19019147-01
-77.028864235866806,38.917000256565636,19019148,2019-02-02T16:25:39.000Z,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF U STREET NW,397497,138792,1,1B,3,305,Cluster 3,004400 2,004400,Precinct 22,38.916992466081,-77.0288619423029,,2019-02-02T14:50:18.000Z,2019-02-02T14:51:13.000Z,259272625,19019148-01
-77.061210630594204,38.906006618147188,19019149,2019-02-02T15:51:41.000Z,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF 31ST STREET NW,394691,137573,2,2E,2,206,Cluster 4,000100 4,000100,Precinct 5,38.9059988310861,-77.0612083276307,GEORGETOWN,2019-02-02T15:16:48.000Z,,259272626,19019149-01
-76.997237633423339,38.845297007943081,19019153,2019-02-02T21:02:07.000Z,EVENING,OTHERS,THEFT/OTHER,2918 - 2999 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400240,130832,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,38.845289230747,-76.9972353540793,,2019-02-02T15:29:42.000Z,2019-02-02T16:11:25.000Z,259272627,19019153-01
-77.005879767175998,38.877006533624751,19019157,2019-02-02T22:53:42.000Z,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 1ST STREET SE,399490,134352,6,6D,1,106,Cluster 27,007200 2,007200,Precinct 131,38.8769987503491,-77.0058774832107,CAPITOL RIVERFRONT,2019-02-02T02:30:03.000Z,2019-02-02T06:30:14.000Z,259272628,19019157-01
-76.978050355487511,38.86982492266619,19019160,2019-02-02T16:31:39.000Z,EVENING,OTHERS,THEFT/OTHER,1800 1899  BLOCK OF MINNESOTA AVENUE SE,401905,133555,8,8A,6,607,Cluster 34,007601 3,007601,Precinct 133,38.8698171398042,-76.9780480806254,,2019-01-27T10:29:52.000Z,2019-01-27T10:56:15.000Z,259272629,19019160-01
-76.997165516063163,38.920940427557078,19019162,2019-02-02T16:30:06.000Z,EVENING,OTHERS,THEFT/OTHER,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246,139229,5,5E,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209326350958,-76.9971632321309,,2019-02-02T15:26:24.000Z,2019-02-02T16:30:19.000Z,259272630,19019162-01
-76.982693315230264,38.921218438736801,19022020,2019-02-07T11:26:53.000Z,DAY,OTHERS,THEFT/OTHER,2234 - 2399 BLOCK OF 15TH STREET NE,401501,139260,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,38.9212106456801,-76.9826910357889,,2019-02-07T08:50:59.000Z,2019-02-07T09:47:31.000Z,259272631,19022020-01
-77.019466032923788,38.915227558464373,19022026,2019-02-07T11:07:02.000Z,DAY,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF FLORIDA AVENUE NW,398312,138595,1,6E,3,306,Cluster 3,004801 1,004801,Precinct 37,38.9152197679864,-77.019463742395,,2019-02-07T09:01:40.000Z,2019-02-07T09:39:15.000Z,259272632,19022026-01
-77.005027085775808,38.878853294482056,19022031,2019-02-07T11:36:37.000Z,DAY,OTHERS,MOTOR VEHICLE THEFT,900 - 999 BLOCK OF NEW JERSEY AVENUE SE,399564,134557,6,6D,1,106,Cluster 27,007200 1,007200,Precinct 131,38.878845510802,-77.0050248019635,CAPITOL RIVERFRONT,2019-02-06T18:30:23.000Z,2019-02-07T09:30:51.000Z,259272633,19022031-01
-77.023972060616458,38.90791194733913,19022032,2019-02-07T10:01:23.000Z,DAY,OTHERS,ROBBERY,1300 - 1399 BLOCK OF 9TH STREET NW,397921,137783,2,2F,3,307,Cluster 7,004902 1,004902,Precinct 129,38.9079041585041,-77.0239697691315,,2019-02-07T08:52:27.000Z,2019-02-07T09:00:40.000Z,259272634,19022032-01
-76.935527283920436,38.910319865092973,19022033,2019-02-07T09:58:15.000Z,DAY,OTHERS,MOTOR VEHICLE THEFT,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,405592,138052,7,7D,6,602,Cluster 31,009601 1,009601,Precinct 92,38.9103120724782,-76.9355250198375,,2019-02-07T07:59:53.000Z,,259272635,19022033-01
-77.034614205206424,38.932574080079348,19022036,2019-02-07T10:07:43.000Z,DAY,OTHERS,THEFT/OTHER,1400 - 1599 BLOCK OF NEWTON STREET NW,396999,140521,1,1A,4,408,Cluster 2,002802 2,002802,Precinct 41,38.9325662866708,-77.0346119088991,,2019-02-06T11:00:15.000Z,2019-02-06T18:30:24.000Z,259272636,19022036-01
-76.982017741731411,38.902210736522115,19022045,2019-02-07T10:10:41.000Z,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF BLADENSBURG ROAD NE,401560,137150,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9022029472732,-76.9820154636605,,2019-02-07T09:44:47.000Z,2019-02-07T09:45:51.000Z,259272637,19022045-01
-77.015682749306663,38.909642956655667,19022059,2019-02-07T11:37:17.000Z,DAY,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF P STREET NW,398640,137975,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,38.9096351671625,-77.0156804602973,,2019-02-07T08:59:33.000Z,,259272638,19022059-01
-76.997777166153568,38.90564428187254,19022072,2019-02-07T10:59:09.000Z,DAY,OTHERS,BURGLARY,600 - 699 BLOCK OF M STREET NE,400193,137531,6,6C,5,501,Cluster 25,010600 1,010600,Precinct 83,38.9056364925182,-76.9977748829648,,2019-02-06T17:30:43.000Z,2019-02-07T08:30:35.000Z,259272639,19022072-01
-77.027959395242561,38.961978891670213,19022090,2019-02-07T11:32:59.000Z,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577,143785,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 60,38.9619710920902,-77.0279570992068,,2019-02-07T10:58:30.000Z,2019-02-07T11:33:12.000Z,259272640,19022090-01
-77.004724277335413,38.831081603277724,19022092,2019-02-07T13:07:48.000Z,DAY,OTHERS,ROBBERY,100 - 199 BLOCK OF ATLANTIC STREET SE,399590,129254,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 124,38.8310738292312,-77.0047219965251,,2019-02-07T09:50:01.000Z,,259272641,19022092-01
-76.971362593558695,38.851662495603911,19022099,2019-02-07T12:02:22.000Z,DAY,OTHERS,THEFT F/AUTO,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,402486,131539,8,8B,7,702,Cluster 36,007408 1,007408,Precinct 115,38.8516547161602,-76.9713603218838,,2019-02-07T10:26:45.000Z,,259272642,19022099-01
-76.936389698979085,38.887069748944079,19022101,2019-02-07T15:32:31.000Z,EVENING,OTHERS,MOTOR VEHICLE THEFT,4555 - 4612 BLOCK OF BENNING ROAD SE,405519,135471,7,7F,6,604,Cluster 33,009906 1,009906,Precinct 103,38.8870619610524,-76.936387436043,,2019-02-07T11:13:25.000Z,2019-02-07T12:24:25.000Z,259272643,19022101-01
-77.071566642728058,38.920305979779819,19022106,2019-02-07T12:37:56.000Z,DAY,OTHERS,THEFT/OTHER,2241 - 2318 BLOCK OF WISCONSIN AVENUE NW,393794,139161,3,3B,2,204,Cluster 14,000300 1,000300,Precinct 11,38.9202981902236,-77.0715643356651,,2019-02-07T11:16:46.000Z,2019-02-07T12:32:55.000Z,259272644,19022106-01
-77.018752469568327,38.876464672017441,19022109,2019-02-07T12:17:07.000Z,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF M STREET SW,398373,134292,6,6D,1,103,Cluster 9,011000 3,011000,Precinct 127,38.8764568893307,-77.018750181628,,2019-01-31T20:00:30.000Z,2019-02-03T12:17:39.000Z,259272645,19022109-01
-77.020205634893898,38.880320022557939,19022110,2019-02-07T12:41:58.000Z,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET SW,398247,134720,6,6D,1,103,Cluster 9,010200 1,010200,Precinct 142,38.8803122391474,-77.020203346266,SOUTHWEST,2018-03-19T14:00:19.000Z,2019-02-07T11:30:37.000Z,259272646,19022110-01
-77.033582537857868,38.921557210350045,19022119,2019-02-07T12:29:29.000Z,DAY,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088,139298,1,1B,3,304,Cluster 2,003700 3,003700,Precinct 23,38.921549419123,-77.0335802425459,,2019-02-07T12:01:49.000Z,,259272647,19022119-01
-77.007525372761563,38.963549428809145,19022126,2019-02-07T13:33:01.000Z,DAY,OTHERS,THEFT F/AUTO,6000  - 6099 BLOCK OF CHILLUM PLACE NE,399348,143959,4,4B,4,406,Cluster 19,009505 2,009505,Precinct 64,38.9635416281496,-77.0075230829953,,2019-02-06T16:30:15.000Z,2019-02-06T16:35:18.000Z,259272648,19022126-01
-76.978791011221972,38.897958249248084,19022127,2019-02-07T13:53:32.000Z,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,1700 - 1799 BLOCK OF GALES STREET NE,401840,136678,6,6A,5,507,Cluster 25,007901 1,007901,Precinct 81,38.8979504607367,-76.9787887344154,,2019-02-07T11:07:05.000Z,,259272649,19022127-01
-77.008394480427484,38.897203169790117,19022134,2019-02-07T13:01:16.000Z,DAY,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,399272,136594,6,6C,1,102,,006202 1,006202,Precinct 130,38.8971953825338,-77.0083921944474,CAPITOL HILL,2018-12-05T03:30:11.000Z,2018-12-05T05:30:39.000Z,259272650,19022134-01
-76.936746265463583,38.887907722144348,19022137,2019-02-07T15:51:19.000Z,EVENING,OTHERS,ROBBERY,4551 - 4600 BLOCK OF BENNING ROAD SE,405488,135564,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 103,38.8878999340969,-76.9367440023654,,2019-02-06T17:00:07.000Z,2019-02-06T18:00:43.000Z,259272651,19022137-01
-77.042578145135508,38.903744789466522,19022143,2019-02-07T13:38:56.000Z,DAY,OTHERS,THEFT/OTHER,1800 - 1899 BLOCK OF L STREET NW,396307,137321,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,38.9037370021658,-77.0425758481115,GOLDEN TRIANGLE,2019-01-25T18:22:30.000Z,2019-01-25T18:25:21.000Z,259272652,19022143-01
-76.986920056966198,38.887590805990946,19022153,2019-02-08T05:48:35.000Z,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF INDEPENDENCE AVENUE SE,401135,135527,6,6B,1,107,Cluster 26,006700 1,006700,Precinct 88,38.8875830198737,-76.9869177782598,,2019-02-07T12:00:13.000Z,2019-02-07T13:41:46.000Z,259272653,19022153-01
-76.952665409027077,38.920543518001594,19022159,2019-02-07T13:58:54.000Z,DAY,OTHERS,THEFT F/AUTO,2400 BLOCK OF MARKET STREET NE,404105,139186,5,5C,5,503,Cluster 24,009000 1,009000,Precinct 139,38.9205357239627,-76.9526631389814,,2019-02-07T13:16:26.000Z,,259272654,19022159-01
-77.009064416467581,38.907643804791832,19022169,2019-02-08T15:02:13.000Z,EVENING,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214,137753,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.907636015455,-77.0090621296415,NOMA,2019-02-07T13:14:02.000Z,2019-02-07T14:16:00.000Z,259272655,19022169-01
-77.027959395242561,38.961978891670213,19022171,2019-02-07T14:25:34.000Z,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,397577,143785,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 60,38.9619710920902,-77.0279570992068,,2019-02-07T13:49:19.000Z,2019-02-07T13:51:41.000Z,259272656,19022171-01
-77.080305509059869,38.949252996159018,19024637,2019-02-11T13:11:57.000Z,DAY,OTHERS,THEFT/OTHER,4530 - 4599 BLOCK OF WISCONSIN AVENUE NW,393039,142375,3,3E,2,202,Cluster 11,001001 2,001001,Precinct 31,38.9492452010988,-77.0803031975013,,2019-02-11T12:31:54.000Z,2019-02-11T13:40:27.000Z,259272657,19024637-01
-77.063999928265474,38.905158338230919,19024641,2019-02-12T08:06:12.000Z,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449,137479,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.905150551445,-77.0639976244854,GEORGETOWN,2019-02-11T12:57:01.000Z,2019-02-11T14:00:54.000Z,259272658,19024641-01
-77.066263200287153,38.946244024439949,19024644,2019-02-11T13:47:06.000Z,DAY,OTHERS,THEFT F/AUTO,3400 - 3499 BLOCK OF YUMA STREET NW,394256,142040,3,3F,2,203,Cluster 12,001200 4,001200,Precinct 33,38.9462362294604,-77.066260893286,,2019-02-11T13:01:20.000Z,,259272659,19024644-01
-77.026516149018235,38.897353603907405,19024646,2019-02-11T14:22:37.000Z,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF F STREET NW,397700,136611,2,2C,2,209,Cluster 8,005800 1,005800,Precinct 129,38.8973458172963,-77.026513857386,DOWNTOWN,2019-02-11T13:03:33.000Z,,259272660,19024646-01
-77.063999928265474,38.905158338230919,19024647,2019-02-12T08:54:30.000Z,DAY,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449,137479,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,38.905150551445,-77.0639976244854,GEORGETOWN,2019-02-11T13:29:35.000Z,2019-02-11T14:01:45.000Z,259272661,19024647-01
-77.019903526551531,38.912822258613708,19024650,2019-02-21T06:32:04.000Z,MIDNIGHT,OTHERS,THEFT F/AUTO,1700 - 1708 BLOCK OF 6TH STREET NW,398274,138328,6,6E,3,308,Cluster 7,004801 1,004801,Precinct 18,38.912814468637,-77.0199012360335,,2019-02-09T21:00:59.000Z,2019-02-09T23:00:05.000Z,259272662,19024650-01
-77.01433534508395,38.974845127785748,19024651,2019-02-11T14:06:22.000Z,DAY,OTHERS,THEFT/OTHER,100  - 199 BLOCK OF CARROLL STREET NW,398758,145213,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,38.9748373251063,-77.0143330525037,,2019-02-11T13:09:29.000Z,2019-02-11T13:49:39.000Z,259272663,19024651-01
-76.936709318110744,38.877584087333084,19024653,2019-02-11T13:57:34.000Z,DAY,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 44TH PLACE SE,405492,134418,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,38.877576301368,-76.9367070556521,,2019-02-11T06:10:40.000Z,2019-02-11T06:16:50.000Z,259272664,19024653-01
